Filer_ID,Filer_NamL,Report_Num,Committee_Type,Rpt_Date,From_Date,Thru_Date,Elect_Date,tblCover_Office_Cd,tblCover_Offic_Dscr,Rec_Type,Form_Type,Line_Item,Amount_A,Amount_B,Amount_C
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,E,3,0,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,E,4,16.42,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,F,1,9482.16,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,F,2,0,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,F,3,9482.16,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,H,1,0,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,H,2,0,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,H,3,0,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,I,1,0,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,I,2,0,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,I,3,0,,
1410941,"Committee for Better Choices, No on Measures AA, Y and W",000,BMC,2018-09-27,2018-01-01,2018-09-22,2018-11-06,,,SMRY,I,4,0,,
